Index;Date;Match_Index;Match_Type;Home_Team_Code;Home_Team;Home_score;Away_Score;Away_Team_Code;Away_Team;Home_Score_Index;Away_Score_Index;FIFA_Points_Home;FIFA_Points_Home_Norm;FIFA_Points_Away;FIFA_Points_Away_Norm;Attack_Home;Attack_Away;Defense_Home;Defense_Away;Recent_Home_Trend_1;Recent_Home_Trend_2;Recent_Home_Trend_3;Recent_Home_Trend_4;Recent_Home_Trend_5;Recent_Away_Trend_1;Recent_Away_Trend_2;Recent_Away_Trend_3;Recent_Away_Trend_4;Recent_Away_Trend_5;Encounter_1;Encounter_2;Encounter_3;Encounter_4;Encounter_5
333;07.06.2015;0;Friendly;FRA;France;3;4;BEL;Belgium;-1;1;907;0.59070072;1352;0.882121807;1.446317829;1.707317073;0.821899225;1.146341463;1;-1;1;0;1;1;1;0;1;0;0;0;;;
334;06.06.2015;0;Friendly;AND;Andorra;0;1;EQG;Equatorial Guinea;-1;1;5;0;416;0.269155206;0.210727969;0.666666667;2.869731801;1.833333333;-1;-1;-1;-1;-1;-1;-1;0;1;0;;;;;
335;05.06.2015;0;Friendly;HUN;Hungary;4;0;LTU;Lithuania;1;-1;925;0.60248854;254;0.163064833;1.488888889;0.845238095;1.277777778;1.345982143;0;-1;1;1;0;-1;0;-1;-1;1;1;;;;
336;05.06.2015;0;Friendly;NED;Netherlands;3;4;USA;United States;-1;1;931;0.606417813;810;0.527177472;2.158181818;1.591269841;0.9;1.702380952;1;0;1;-1;-1;0;-1;-1;1;-1;1;;;;
337;05.06.2015;0;Friendly;SCO;Scotland;1;0;QAT;Qatar;1;-1;687;0.446627374;416;0.269155206;1.21875;1.090909091;1.25;1.636363636;1;1;-1;1;0;0;1;1;0;0;;;;;
338;31.05.2015;0;Friendly;NIR;North. Ireland;1;1;QAT;Qatar;0;0;825;0.537000655;416;0.269155206;0.878787879;1.090909091;1.378787879;1.636363636;1;-1;-1;1;1;1;1;0;0;1;;;;;
339;31.03.2015;0;Friendly;RUS;Russia;0;0;KAZ;Kazakhstan;0;0;821;0.534381139;300;0.19318926;1.679439746;0.901115619;0.747357294;1.969066937;1;1;-1;0;0;-1;0;-1;-1;-1;1;;;;
340;31.03.2015;0;Friendly;LIE;Liechtenstein;1;0;SMR;San Marino;1;-1;120;0.075311067;20;0.009823183;0.364495798;0.106060606;2.428571429;4.460227273;-1;1;-1;0;-1;-1;0;-1;-1;-1;1;;;;
341;31.03.2015;0;Friendly;ITA;Italy;1;1;ENG;England;0;0;959;0.62475442;1069;0.696791094;1.398496241;2.065;0.997314715;0.805;0;1;0;1;1;1;1;1;1;1;1;-1;0;;
342;31.03.2015;0;Friendly;SVK;Slovakia;1;0;CZE;Czech Republic;1;-1;784;0.510150622;810;0.527177472;1.341463415;1.44047619;1.146341463;1.071428571;1;1;1;1;1;0;1;1;1;1;-1;0;1;;
343;31.03.2015;0;Friendly;UKR;Ukraine;1;1;LVA;Latvia;0;0;880;0.573018991;323;0.208251473;1.627002288;1.044602699;0.891304348;1.428785607;-1;0;1;1;1;0;-1;0;-1;0;;;1;;
344;31.03.2015;0;Friendly;EST;Estonia;1;1;ISL;Iceland;0;0;366;0.236411264;724;0.470857891;0.887878788;1.241196013;1.438825758;1.273754153;-1;-1;1;0;1;1;0;1;-1;-1;-1;;;;
345;31.03.2015;0;Friendly;SUI;Switzerland;1;1;USA;United States;0;0;974;0.634577603;810;0.527177472;1.567307692;1.591269841;0.974358974;1.702380952;1;0;1;1;-1;-1;-1;1;-1;-1;;;;;
346;31.03.2015;0;Friendly;SWE;Sweden;3;1;IRN;Iran;1;-1;713;0.463654224;672;0.436804191;1.655737705;1.479166667;1.023028884;1.3125;1;-1;1;-1;0;-1;0;0;-1;1;;;;;
347;31.03.2015;0;Friendly;LUX;Luxembourg;1;2;TUR;Turkey;-1;1;221;0.141453831;983;0.640471513;0.576048951;1.513390722;2.285839161;1.078431373;-1;-1;-1;-1;0;0;1;-1;0;-1;;;;;
348;31.03.2015;0;Friendly;AUT;Austria;1;1;BIH;Bosnia & Herzegovina;0;0;1067;0.695481336;913;0.594629993;1.5525;1.766666667;1.483333333;1.233006536;1;-1;1;1;1;1;-1;0;0;-1;;;;;
349;31.03.2015;0;Friendly;NED;Netherlands;2;0;ESP;Spain;1;-1;931;0.606417813;1277;0.833005894;2.158181818;2.252192982;0.9;0.605769231;0;1;-1;-1;1;1;-1;1;1;-1;1;-1;;;
350;31.03.2015;1;QE-15;ISR;Israel;0;1;BEL;Belgium;-1;1;467;0.302554028;1352;0.882121807;1.545454545;1.707317073;1.424242424;1.146341463;-1;1;1;1;1;1;0;1;0;1;;;;;
351;30.03.2015;0;Friendly;QAT;Qatar;1;0;SVN;Slovenia;1;-1;416;0.269155206;558;0.362148003;1.090909091;1.351351351;1.636363636;1.135135135;1;0;0;1;-1;1;-1;-1;1;1;-1;;;;
352;30.03.2015;0;Friendly;MKD;Macedonia;0;0;AUS;Australia;0;0;235;0.150622135;601;0.390307793;0.939285714;0.9375;1.258928571;1.660714286;-1;-1;-1;1;-1;0;-1;-1;-1;-1;;;;;
353;29.03.2015;1;QE-15;GEO;Georgia;0;2;GER;Germany;-1;1;289;0.185985593;1309;0.853962017;0.87510513;2.407008086;1.370899916;1.035714286;1;-1;1;-1;-1;0;1;1;0;-1;;;;;
354;29.03.2015;1;QE-15;NIR;North. Ireland;2;1;FIN;Finland;1;-1;825;0.537000655;558;0.362148003;0.878787879;1.186862245;1.378787879;1.288265306;-1;-1;1;1;1;0;1;-1;-1;-1;0;;;;
355;29.03.2015;1;QE-15;ROU;Romania;1;0;FRO;Faroe Islands;1;-1;922;0.600523903;383;0.247544204;1.394894895;0.621875;1.061861862;2.20625;1;1;1;1;0;1;-1;-1;-1;1;1;1;;;
356;29.03.2015;1;QE-15;ALB;Albania;2;1;ARM;Armenia;1;-1;632;0.410609037;316;0.203667322;0.975;1.144700461;0.990625;1.739170507;-1;0;1;0;1;-1;-1;0;-1;-1;1;;;;
357;29.03.2015;1;QE-15;IRL;Rep. of Ireland;1;1;POL;Poland;0;0;792;0.515389653;821;0.534381139;1.359927235;1.583966565;0.963097713;1.081306991;1;-1;0;1;1;0;1;0;1;1;0;1;-1;;
358;29.03.2015;1;QE-15;HUN;Hungary;0;0;GRE;Greece;0;0;925;0.60248854;695;0.451866405;1.488888889;1.092948718;1.277777778;0.933150183;-1;1;1;0;-1;-1;-1;-1;0;-1;1;;;;
359;29.03.2015;1;QE-15;POR;Portugal;2;1;SRB;Serbia;1;-1;1184;0.772102161;581;0.377210216;1.76443769;1.538095238;0.912722536;1.057738095;1;1;1;-1;-1;1;-1;-1;0;0;;;;;
360;29.03.2015;0;Friendly;FRA;France;2;0;DEN;Denmark;1;-1;907;0.59070072;686;0.445972495;1.446317829;1.33118701;0.821899225;1.18980963;-1;1;0;1;1;1;-1;1;-1;0;;;;;
361;28.03.2015;1;QE-15;KAZ;Kazakhstan;0;3;ISL;Iceland;-1;1;300;0.19318926;724;0.470857891;0.901115619;1.241196013;1.969066937;1.273754153;0;-1;-1;-1;0;0;1;-1;-1;1;;;;;
362;28.03.2015;1;QE-15;CZE;Czech Republic;1;1;LVA;Latvia;0;0;810;0.527177472;323;0.208251473;1.44047619;1.044602699;1.071428571;1.428785607;1;1;1;1;-1;-1;0;-1;0;1;1;;;;
363;28.03.2015;1;QE-15;ISR;Israel;0;3;WAL;Wales;-1;1;467;0.302554028;839;0.546168959;1.545454545;1.047619048;1.424242424;1.228571429;1;1;1;1;-1;0;1;0;1;-1;;;;;
364;28.03.2015;1;QE-15;AZE;Azerbaijan;2;0;MLT;Malta;1;-1;269;0.172888016;149;0.094302554;0.808210784;0.608660131;1.413602941;1.926470588;-1;-1;-1;-1;-1;-1;0;-1;-1;-1;1;;;;
365;28.03.2015;1;QE-15;CRO;Croatia;5;1;NOR;Norway;1;-1;856;0.557301899;605;0.392927308;1.709302326;1.078115683;0.906976744;1.15921288;0;-1;1;1;1;1;-1;1;1;-1;0;1;;;
366;28.03.2015;1;QE-15;NED;Netherlands;1;1;TUR;Turkey;0;0;931;0.606417813;983;0.640471513;2.158181818;1.513390722;0.9;1.078431373;1;-1;-1;1;-1;1;-1;0;-1;-1;1;1;1;;
367;28.03.2015;1;QE-15;AND;Andorra;0;3;BIH;Bosnia & Herzegovina;-1;1;5;0;913;0.594629993;0.210727969;1.766666667;2.869731801;1.233006536;-1;-1;-1;-1;-1;-1;0;0;-1;1;;;1;;
368;28.03.2015;1;QE-15;BEL;Belgium;5;0;CYP;Cyprus;1;-1;1352;0.882121807;426;0.275703995;1.707317073;0.903846154;1.146341463;1.767032967;0;1;0;1;1;1;-1;-1;1;-1;;;1;;
369;28.03.2015;1;QE-15;BUL;Bulgaria;2;2;ITA;Italy;0;0;508;0.32940406;959;0.62475442;1.128205128;1.398496241;1.205128205;0.997314715;0;-1;-1;1;0;1;0;1;1;1;-1;0;-1;0;
370;27.03.2015;1;QE-15;MKD;Macedonia;1;2;BLR;Belarus;-1;1;235;0.150622135;465;0.30124427;0.939285714;1.296825397;1.258928571;1.146031746;-1;-1;1;-1;0;1;-1;-1;-1;0;;;-1;0;
371;27.03.2015;1;QE-15;SVK;Slovakia;3;0;LUX;Luxembourg;1;-1;784;0.510150622;221;0.141453831;1.341463415;0.576048951;1.146341463;2.285839161;1;1;1;1;1;-1;-1;-1;0;0;-1;;;0;
372;27.03.2015;1;QE-15;ESP;Spain;1;0;UKR;Ukraine;1;-1;1277;0.833005894;880;0.573018991;2.252192982;1.627002288;0.605769231;0.891304348;-1;1;1;-1;1;0;1;1;1;-1;;;;0;
373;27.03.2015;1;QE-15;ENG;England;4;0;LTU;Lithuania;1;-1;1069;0.696791094;254;0.163064833;2.065;0.845238095;0.805;1.345982143;1;1;1;1;1;0;-1;-1;1;1;;;;0;
374;27.03.2015;1;QE-15;SVN;Slovenia;6;0;SMR;San Marino;1;-1;558;0.362148003;20;0.009823183;1.351351351;0.106060606;1.135135135;4.460227273;-1;-1;1;1;-1;0;-1;-1;-1;-1;1;1;;;
375;27.03.2015;1;QE-15;SUI;Switzerland;3;0;EST;Estonia;1;-1;974;0.634577603;366;0.236411264;1.567307692;0.887878788;0.974358974;1.438825758;0;1;1;-1;-1;-1;1;0;1;-1;;;;;
376;27.03.2015;1;QE-15;LIE;Liechtenstein;0;5;AUT;Austria;-1;1;120;0.075311067;1067;0.695481336;0.364495798;1.5525;2.428571429;1.483333333;1;-1;0;-1;-1;-1;1;1;1;0;;;;;
377;27.03.2015;1;QE-15;MDA;Moldova;0;2;SWE;Sweden;-1;1;181;0.115258677;713;0.463654224;0.916666667;1.655737705;1.470833333;1.023028884;0;-1;-1;0;-1;-1;1;-1;0;1;-1;-1;-1;;
378;27.03.2015;1;QE-15;MNE;Montenegro;0;3;RUS;Russia;-1;1;365;0.235756385;821;0.534381139;1.265625;1.679439746;1.328125;0.747357294;0;-1;0;1;0;1;-1;0;0;1;;;-1;;
379;26.03.2015;0;Friendly;FRA;France;1;3;BRA;Brazil;-1;1;907;0.59070072;1251;0.815979044;1.446317829;1.84280303;0.821899225;0.929924242;1;0;1;1;0;1;1;-1;-1;1;-1;1;;;
380;25.03.2015;0;Friendly;GER;Germany;2;2;AUS;Australia;0;0;1309;0.853962017;601;0.390307793;2.407008086;0.9375;1.035714286;1.660714286;1;1;0;-1;1;-1;-1;-1;-1;-1;-1;1;;;
381;25.03.2015;0;Friendly;GEO;Georgia;2;0;MLT;Malta;1;-1;289;0.185985593;149;0.094302554;0.87510513;0.608660131;1.370899916;1.926470588;-1;1;-1;-1;-1;0;-1;-1;-1;-1;0;1;-1;;
382;25.03.2015;0;Friendly;DEN;Denmark;3;2;USA;United States;1;-1;686;0.445972495;810;0.527177472;1.33118701;1.591269841;1.18980963;1.702380952;-1;1;-1;0;1;-1;1;-1;-1;0;1;;;;
383;25.03.2015;0;Friendly;SCO;Scotland;1;0;NIR;North. Ireland;1;-1;687;0.446627374;825;0.537000655;1.21875;0.878787879;1.25;1.378787879;-1;1;0;1;-1;-1;1;1;1;-1;1;0;;;
384;18.02.2015;0;Friendly;KAZ;Kazakhstan;1;1;MDA;Moldova;0;0;300;0.19318926;181;0.115258677;0.901115619;0.916666667;1.969066937;1.470833333;-1;-1;-1;0;1;-1;-1;0;-1;-1;1;-1;-1;;
385;14.02.2015;0;Friendly;ROU;Romania;2;1;MDA;Moldova;1;-1;922;0.600523903;181;0.115258677;1.394894895;0.916666667;1.061861862;1.470833333;1;1;1;0;1;-1;0;-1;-1;-1;;;-1;;
386;19.01.2015;0;Friendly;SWE;Sweden;0;1;FIN;Finland;-1;1;713;0.463654224;558;0.362148003;1.655737705;1.186862245;1.023028884;1.288265306;1;-1;0;1;0;-1;-1;-1;0;1;1;1;1;1;
387;19.01.2015;0;Friendly;CAN;Canada;1;1;ISL;Iceland;0;0;357;0.230517354;724;0.470857891;0.638888889;1.241196013;1.416666667;1.273754153;-1;0;0;-1;-1;1;-1;-1;1;1;-1;;;1;
388;16.01.2015;0;Friendly;CAN;Canada;1;2;ISL;Iceland;-1;1;357;0.230517354;724;0.470857891;0.638888889;1.241196013;1.416666667;1.273754153;0;0;-1;-1;-1;-1;-1;1;1;1;;;;1;
389;15.01.2015;0;Friendly;CIV;C?te d`Ivoire;0;2;SWE;Sweden;-1;1;738;0.480026195;713;0.463654224;1.45;1.655737705;1.5875;1.023028884;-1;-1;0;1;0;-1;0;1;0;0;;;;1;
390;27.12.2014;0;Friendly;QAT;Qatar;3;0;EST;Estonia;1;-1;416;0.269155206;366;0.236411264;1.090909091;0.887878788;1.636363636;1.438825758;0;0;1;-1;-1;1;0;1;-1;-1;1;;;1;
391;18.11.2014;0;Friendly;UKR;Ukraine;0;0;LTU;Lithuania;0;0;880;0.573018991;254;0.163064833;1.627002288;0.845238095;0.891304348;1.345982143;1;1;1;-1;1;-1;-1;1;1;0;1;;;1;
392;18.11.2014;0;Friendly;SVK;Slovakia;2;1;FIN;Finland;1;-1;784;0.510150622;558;0.362148003;1.341463415;1.186862245;1.146341463;1.288265306;1;1;1;1;1;-1;-1;0;1;1;;;;1;
393;18.11.2014;0;Friendly;BLR;Belarus;3;2;MEX;Mexico;1;-1;465;0.30124427;934;0.608382449;1.296825397;1.5625;1.146031746;1.53125;-1;-1;-1;0;1;1;-1;1;-1;-1;;;;1;
394;18.11.2014;0;Friendly;GRE;Greece;0;2;SRB;Serbia;-1;1;695;0.451866405;581;0.377210216;1.092948718;1.538095238;0.933150183;1.057738095;-1;-1;0;-1;0;-1;-1;0;0;-1;1;;;1;
395;18.11.2014;0;Friendly;SVN;Slovenia;0;1;COL;Colombia;-1;1;558;0.362148003;1337;0.872298625;1.351351351;1.25;1.135135135;0.166666667;-1;1;1;-1;-1;1;0;1;1;-1;;;;1;
396;18.11.2014;0;Friendly;AUT;Austria;1;2;BRA;Brazil;-1;1;1067;0.695481336;1251;0.815979044;1.5525;1.84280303;1.483333333;0.929924242;1;1;1;0;1;1;-1;-1;1;1;;;;1;
397;18.11.2014;0;Friendly;EST;Estonia;1;0;JOR;Jordan;1;-1;366;0.236411264;418;0.270464964;0.887878788;0.375;1.438825758;0.75;0;1;-1;-1;1;1;0;-1;0;1;;;;1;
398;18.11.2014;0;Friendly;ROU;Romania;2;0;DEN;Denmark;1;-1;922;0.600523903;686;0.445972495;1.394894895;1.33118701;1.061861862;1.18980963;1;1;0;1;-1;1;-1;0;1;-1;;;;1;
399;18.11.2014;0;Friendly;HUN;Hungary;1;2;RUS;Russia;-1;1;925;0.60248854;821;0.534381139;1.488888889;1.679439746;1.277777778;0.747357294;1;1;0;-1;1;-1;0;0;1;1;0;;;1;
400;18.11.2014;0;Friendly;POL;Poland;2;2;SUI;Switzerland;0;0;821;0.534381139;974;0.634577603;1.583966565;1.567307692;1.081306991;0.974358974;1;0;1;1;1;1;1;-1;-1;-1;;;;1;
401;18.11.2014;0;Friendly;ESP;Spain;0;1;GER;Germany;-1;1;1277;0.833005894;1309;0.853962017;2.252192982;2.407008086;0.605769231;1.035714286;1;1;-1;1;-1;1;0;-1;1;-1;1;1;;;
402;18.11.2014;0;Friendly;ARG;Argentina;0;1;POR;Portugal;-1;1;1532;1;1184;0.772102161;1.678571429;1.76443769;0.821428571;0.912722536;1;1;-1;0;1;1;1;-1;-1;1;1;;;;
403;18.11.2014;0;Friendly;IRL;Rep. of Ireland;4;1;USA;United States;1;-1;792;0.515389653;810;0.527177472;1.359927235;1.591269841;0.963097713;1.702380952;-1;0;1;1;1;1;-1;-1;0;1;;;;;
404;18.11.2014;0;Friendly;ITA;Italy;1;0;ALB;Albania;1;-1;959;0.62475442;632;0.410609037;1.398496241;0.975;0.997314715;0.990625;0;1;1;1;1;0;1;0;1;1;;;;;
405;18.11.2014;0;Friendly;SCO;Scotland;1;3;ENG;England;-1;1;687;0.446627374;1069;0.696791094;1.21875;2.065;1.25;0.805;1;0;1;-1;0;1;1;1;1;1;-1;;;;
406;18.11.2014;0;Friendly;FRA;France;1;0;SWE;Sweden;1;-1;907;0.59070072;713;0.463654224;1.446317829;1.655737705;0.821899225;1.023028884;0;1;1;0;1;0;1;0;0;1;-1;1;;;
407;16.11.2014;1;QE-15;CZE;Czech Republic;2;1;ISL;Iceland;1;-1;810;0.527177472;724;0.470857891;1.44047619;1.241196013;1.071428571;1.273754153;1;1;1;-1;-1;-1;1;1;1;1;;;;;
408;16.11.2014;1;QE-15;NED;Netherlands;6;0;LVA;Latvia;1;-1;931;0.606417813;323;0.208251473;2.158181818;1.044602699;0.9;1.428785607;-1;-1;1;-1;-1;0;-1;0;1;1;;;;;
409;16.11.2014;1;QE-15;CYP;Cyprus;5;0;AND;Andorra;1;-1;426;0.275703995;5;0;0.903846154;0.210727969;1.767032967;2.869731801;-1;-1;1;-1;-1;-1;-1;-1;-1;-1;1;;;;
410;16.11.2014;1;QE-15;BEL;Belgium;0;0;WAL;Wales;0;0;1352;0.882121807;839;0.546168959;1.707317073;1.047619048;1.146341463;1.228571429;1;0;1;1;-1;1;0;1;-1;1;0;1;;;
411;16.11.2014;1;QE-15;AZE;Azerbaijan;0;1;NOR;Norway;-1;1;269;0.172888016;605;0.392927308;0.808210784;1.078115683;1.413602941;1.15921288;-1;-1;-1;-1;0;-1;1;1;-1;-1;;;;;
412;16.11.2014;1;QE-15;TUR;Turkey;3;1;KAZ;Kazakhstan;1;-1;983;0.640471513;300;0.19318926;1.513390722;0.901115619;1.078431373;1.969066937;-1;0;-1;-1;1;-1;-1;0;1;1;1;1;;;
413;16.11.2014;1;QE-15;ISR;Israel;3;0;BIH;Bosnia & Herzegovina;1;-1;467;0.302554028;913;0.594629993;1.545454545;1.766666667;1.424242424;1.233006536;1;1;1;-1;-1;0;0;-1;1;1;;;;;
414;16.11.2014;1;QE-15;BUL;Bulgaria;1;1;MLT;Malta;0;0;508;0.32940406;149;0.094302554;1.128205128;0.608660131;1.205128205;1.926470588;-1;-1;1;0;1;-1;-1;-1;-1;-1;1;1;1;;
415;16.11.2014;1;QE-15;ITA;Italy;1;1;CRO;Croatia;0;0;959;0.62475442;856;0.557301899;1.398496241;1.709302326;0.997314715;0.906976744;1;1;1;1;-1;-1;1;1;1;1;0;;;;
416;15.11.2014;1;QE-15;LUX;Luxembourg;0;3;UKR;Ukraine;-1;1;221;0.141453831;880;0.573018991;0.576048951;1.627002288;2.285839161;0.891304348;-1;-1;0;0;-1;1;1;-1;1;1;;;;;
417;15.11.2014;1;QE-15;ENG;England;3;1;SVN;Slovenia;1;-1;1069;0.696791094;558;0.362148003;2.065;1.351351351;0.805;1.135135135;1;1;1;1;0;1;1;-1;-1;-1;1;1;;;
418;15.11.2014;1;QE-15;SMR;San Marino;0;0;EST;Estonia;0;0;20;0.009823183;366;0.236411264;0.106060606;0.887878788;4.460227273;1.438825758;-1;-1;-1;-1;-1;1;-1;-1;1;-1;;;;;
419;15.11.2014;1;QE-15;AUT;Austria;1;0;RUS;Russia;1;-1;1067;0.695481336;821;0.534381139;1.5525;1.679439746;1.483333333;0.747357294;1;1;0;1;0;0;0;1;1;0;;;;;
420;15.11.2014;1;QE-15;MDA;Moldova;0;1;LIE;Liechtenstein;-1;1;181;0.115258677;120;0.075311067;0.916666667;0.364495798;1.470833333;2.428571429;0;-1;-1;-1;-1;-1;0;-1;-1;-1;;;;;
421;15.11.2014;1;QE-15;MKD;Macedonia;0;2;SVK;Slovakia;-1;1;235;0.150622135;784;0.510150622;0.939285714;1.341463415;1.258928571;1.146341463;-1;1;-1;0;-1;1;1;1;1;-1;0;-1;;;
422;15.11.2014;1;QE-15;ESP;Spain;3;0;BLR;Belarus;1;-1;1277;0.833005894;465;0.30124427;2.252192982;1.296825397;0.605769231;1.146031746;1;-1;1;-1;1;-1;-1;0;1;1;1;1;;;
423;15.11.2014;1;QE-15;SUI;Switzerland;4;0;LTU;Lithuania;1;-1;974;0.634577603;254;0.163064833;1.567307692;0.845238095;0.974358974;1.345982143;1;-1;-1;-1;1;-1;1;1;0;-1;;;;;
424;15.11.2014;1;QE-15;MNE;Montenegro;1;1;SWE;Sweden;0;0;365;0.235756385;713;0.463654224;1.265625;1.655737705;1.328125;1.023028884;-1;0;1;0;-1;1;0;0;1;-1;;;;;
425;14.11.2014;1;QE-15;GEO;Georgia;0;4;POL;Poland;-1;1;289;0.185985593;821;0.534381139;0.87510513;1.583966565;1.370899916;1.081306991;1;-1;-1;-1;1;0;1;1;1;0;-1;;;;
426;14.11.2014;1;QE-15;SCO;Scotland;1;0;IRL;Rep. of Ireland;1;-1;687;0.446627374;792;0.515389653;1.21875;1.359927235;1.25;0.963097713;0;1;-1;0;1;0;1;1;1;-1;-1;;;;
427;14.11.2014;1;QE-15;GRE;Greece;0;1;FRO;Faroe Islands;-1;1;695;0.451866405;383;0.247544204;1.092948718;0.621875;0.933150183;2.20625;-1;0;-1;0;1;-1;-1;-1;1;-1;;;;;
428;14.11.2014;1;QE-15;HUN;Hungary;1;0;FIN;Finland;1;-1;925;0.60248854;558;0.362148003;1.488888889;1.186862245;1.277777778;1.288265306;1;0;-1;1;1;-1;0;1;1;-1;-1;0;1;;
429;14.11.2014;1;QE-15;ROU;Romania;2;0;NIR;North. Ireland;1;-1;922;0.600523903;825;0.537000655;1.394894895;0.878787879;1.061861862;1.378787879;1;0;1;-1;1;1;1;1;-1;-1;;;1;;
430;14.11.2014;1;QE-15;POR;Portugal;1;0;ARM;Armenia;1;-1;1184;0.772102161;316;0.203667322;1.76443769;1.144700461;0.912722536;1.739170507;1;-1;-1;1;0;-1;0;-1;-1;-1;;;1;;
431;14.11.2014;1;QE-15;SRB;Serbia;1;3;DEN;Denmark;-1;1;581;0.377210216;686;0.445972495;1.538095238;1.33118701;1.057738095;1.18980963;-1;0;0;-1;0;-1;0;1;-1;1;;;1;;
432;14.11.2014;0;Friendly;FRA;France;1;1;ALB;Albania;0;0;907;0.59070072;632;0.410609037;1.446317829;0.975;0.821899225;0.990625;1;1;0;1;-1;1;0;1;1;-1;1;1;;;
433;12.11.2014;0;Friendly;NOR;Norway;0;1;EST;Estonia;-1;1;605;0.392927308;366;0.236411264;1.078115683;0.887878788;1.15921288;1.438825758;1;1;-1;-1;0;-1;-1;1;-1;1;;;;;
434;12.11.2014;0;Friendly;TUR;Turkey;0;4;BRA;Brazil;-1;1;983;0.640471513;1251;0.815979044;1.513390722;1.84280303;1.078431373;0.929924242;0;-1;-1;1;-1;-1;-1;1;1;1;;;;;
435;12.11.2014;0;Friendly;NED;Netherlands;2;3;MEX;Mexico;-1;1;931;0.606417813;934;0.608382449;2.158181818;1.5625;0.9;1.53125;-1;1;-1;-1;1;-1;1;-1;-1;1;1;1;;;
436;12.11.2014;0;Friendly;BEL;Belgium;3;1;ISL;Iceland;1;-1;1352;0.882121807;724;0.470857891;1.707317073;1.241196013;1.146341463;1.273754153;0;1;1;-1;1;1;1;1;1;0;;;;;
437;12.11.2014;0;Friendly;ARG;Argentina;2;1;CRO;Croatia;1;-1;1532;1;856;0.557301899;1.678571429;1.709302326;0.821428571;0.906976744;1;-1;0;1;1;1;1;1;1;-1;;;;;
438;14.10.2014;1;QE-15;GER;Germany;1;1;IRL;Rep. of Ireland;0;0;1309;0.853962017;792;0.515389653;2.407008086;1.359927235;1.035714286;0.963097713;-1;1;-1;1;1;1;1;1;-1;0;1;1;;;
439;14.10.2014;0;Friendly;ARM;Armenia;0;3;FRA;France;-1;1;316;0.203667322;907;0.59070072;1.144700461;1.446317829;1.739170507;0.821899225;0;-1;-1;-1;-1;1;0;1;-1;1;;;;;
440;14.10.2014;1;QE-15;POL;Poland;2;2;SCO;Scotland;0;0;821;0.534381139;687;0.446627374;1.583966565;1.21875;1.081306991;1.25;1;1;1;0;-1;1;-1;0;1;1;-1;;;;
441;14.10.2014;1;QE-15;SMR;San Marino;0;4;SUI;Switzerland;-1;1;20;0.009823183;974;0.634577603;0.106060606;1.567307692;4.460227273;0.974358974;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;;;;;
442;14.10.2014;1;QE-15;FRO;Faroe Islands;0;1;HUN;Hungary;-1;1;383;0.247544204;925;0.60248854;0.621875;1.488888889;2.20625;1.277777778;-1;-1;1;-1;-1;0;-1;1;1;0;;;;;
443;14.10.2014;1;QE-15;FIN;Finland;0;2;ROU;Romania;-1;1;558;0.362148003;922;0.600523903;1.186862245;1.394894895;1.288265306;1.061861862;0;1;1;-1;0;0;1;-1;1;0;;;;;
444;14.10.2014;1;QE-15;GRE;Greece;0;2;NIR;North. Ireland;-1;1;695;0.451866405;825;0.537000655;1.092948718;0.878787879;0.933150183;1.378787879;0;-1;0;1;0;1;1;-1;-1;0;;;;;
445;14.10.2014;1;QE-15;DEN;Denmark;0;1;POR;Portugal;-1;1;686;0.445972495;1184;0.772102161;1.33118701;1.76443769;1.18980963;0.912722536;0;1;-1;1;0;-1;-1;1;0;-1;-1;1;-1;0;1
446;14.10.2014;1;QE-15;SRB;Serbia;0;3;ALB;Albania;-1;1;581;0.377210216;632;0.410609037;1.538095238;0.975;1.057738095;0.990625;0;0;-1;0;1;0;1;1;-1;-1;;;-1;0;1
447;13.10.2014;1;QE-15;KAZ;Kazakhstan;2;4;CZE;Czech Republic;-1;1;300;0.19318926;810;0.527177472;0.901115619;1.44047619;1.969066937;1.071428571;-1;0;1;1;-1;1;1;-1;-1;0;;;-1;0;1
448;13.10.2014;1;QE-15;ISL;Iceland;2;0;NED;Netherlands;1;-1;724;0.470857891;931;0.606417813;1.241196013;2.158181818;1.273754153;0.9;1;1;1;0;-1;1;-1;-1;1;0;-1;-1;;;1
449;13.10.2014;1;QE-15;LVA;Latvia;1;1;TUR;Turkey;0;0;323;0.208251473;983;0.640471513;1.044602699;1.513390722;1.428785607;1.078431373;-1;0;1;1;0;-1;-1;1;-1;1;0;;;;1
450;13.10.2014;1;QE-15;AND;Andorra;1;4;ISR;Israel;-1;1;5;0;467;0.302554028;0.210727969;1.545454545;2.869731801;1.424242424;-1;-1;-1;-1;-1;1;1;-1;-1;0;;;;;1
451;13.10.2014;1;QE-15;BIH;Bosnia & Herzegovina;1;1;BEL;Belgium;0;0;913;0.594629993;1352;0.882121807;1.766666667;1.707317073;1.233006536;1.146341463;0;-1;1;1;-1;1;1;-1;1;1;1;1;;;1
452;13.10.2014;1;QE-15;WAL;Wales;2;1;CYP;Cyprus;1;-1;839;0.546168959;426;0.275703995;1.047619048;0.903846154;1.228571429;1.767032967;0;1;-1;1;0;-1;1;-1;-1;0;;;;;1
453;13.10.2014;1;QE-15;CRO;Croatia;6;0;AZE;Azerbaijan;1;-1;856;0.557301899;269;0.172888016;1.709302326;0.808210784;0.906976744;1.413602941;1;1;1;-1;1;-1;-1;-1;0;-1;;;;;1
